stored_sample_id,genotype,age,group,gene,ct_rep1,ct_rep2,ct_rep3,ct_mean,ct_sd,qc_fail,ref_geomean,delta_ct,cal_dct,delta_delta_ct,relative_expression
A018,GD,1-year,GD-1-year,PRKCD,26.156,26.086,26.398,26.21333333333333,0.163711127701612,False,22.731,3.482333333333333,3.7783333333333338,-0.2960000000000007,1.227735683915061
A018,GD,1-year,GD-1-year,NOTCH1,26.949,27.132,27.401,27.160666666666668,0.2273594804122601,False,22.731,4.429666666666666,4.667041666666668,-0.2373750000000019,1.1788457856037668
A018,GD,1-year,GD-1-year,GSN,25.219,25.496,25.241,25.31866666666667,0.1539686115197932,False,22.731,2.5876666666666672,2.78475,-0.1970833333333326,1.1463784012290357
A018,GD,1-year,GD-1-year,CCNG1,26.626,26.982,26.71,26.77266666666667,0.1860895841613198,False,22.731,4.041666666666668,4.343083333333334,-0.3014166666666664,1.2323539398286796
A018,GD,1-year,GD-1-year,CHST11,27.307,27.152,27.011,27.156666666666663,0.1480551698973502,False,22.731,4.425666666666665,4.4579166666666685,-0.0322500000000038,1.022605719325043
A018,GD,1-year,GD-1-year,ODC1,26.39,26.89,27.214,26.831333333333333,0.4151208659334442,False,22.731,4.100333333333332,3.9957857142857134,0.1045476190476182,0.9300965440864978
A018,GD,1-year,GD-1-year,GALNT,27.319,27.66,27.24,27.406333333333333,0.2232046893175269,False,22.731,4.675333333333331,4.662041666666667,0.0132916666666638,0.9908292291222744
A018,GD,1-year,GD-1-year,FUT1/2,26.31,26.447,26.627,26.46133333333333,0.1589853242703028,False,22.731,3.7303333333333306,3.833309523809524,-0.1029761904761934,1.073986746928972
A019,GD,1-year,GD-1-year,PRKCD,26.483,26.401,26.52,26.468,0.0609015599143404,False,22.032,4.436,3.7783333333333338,0.6576666666666662,0.6339027067231278
A019,GD,1-year,GD-1-year,NOTCH1,27.464,27.39,27.636,27.496666666666663,0.1262114627652069,False,22.032,5.464666666666666,4.667041666666668,0.7976249999999983,0.575295463903238
A019,GD,1-year,GD-1-year,GSN,25.125,25.342,25.372,25.279666666666667,0.1347825409069485,False,22.032,3.247666666666668,2.78475,0.4629166666666675,0.7255180102703795
A019,GD,1-year,GD-1-year,CCNG1,27.043,27.223,27.628,27.298,0.2996247653315732,False,22.032,5.266000000000002,4.343083333333334,0.9229166666666676,0.5274416238770234
A019,GD,1-year,GD-1-year,CHST11,27.168,27.497,27.283,27.316000000000003,0.1669640679906908,False,22.032,5.2840000000000025,4.4579166666666685,0.826083333333334,0.5640584864914541
A019,GD,1-year,GD-1-year,ODC1,26.747,26.716,26.605,26.68933333333333,0.0746614581516683,False,22.032,4.657333333333334,3.9957857142857134,0.6615476190476204,0.6321997548655197
A019,GD,1-year,GD-1-year,GALNT,27.457,27.235,27.582,27.424666666666667,0.1757450805380724,False,22.032,5.392666666666667,4.662041666666667,0.7306249999999999,0.6026427821952787
A019,GD,1-year,GD-1-year,FUT1/2,26.803,26.624,26.277,26.568,0.267434104033124,False,22.032,4.536000000000001,3.833309523809524,0.7026904761904773,0.6144252983000755
A020,GD,1-year,GD-1-year,NOTCH1,27.433,27.398,27.498,27.443,0.0507444578254618,False,22.860166666666665,4.582833333333337,4.667041666666668,-0.084208333333331,1.060105857633436
