gene_base,age,DD,GD,GG,delta_delta_DUI,hybrid_deviation_direction
PB.1183_0,1-year,0,0.039350716862440516,-0.04260091909494814,0.06065117640991459,Positive hybrid deviation
PB.1183_0,2-year,0,-0.09585993329371761,-0.060494433306296516,-0.06561271664056936,Negative hybrid deviation
PB.1187_0,1-year,-0.24690328612992773,0.09603026008947363,-0.07314847294029564,0.2560561396245853,Positive hybrid deviation
PB.1187_0,2-year,-0.11781719662378243,-0.000768819404294685,0.2916051735474274,-0.08766280786611716,Negative hybrid deviation
PB.1189_0,1-year,0.09966129149442005,-0.053637305802131996,0.008798648162041678,-0.10786727563036286,Negative hybrid deviation
PB.1189_0,2-year,0.0764568473058076,-0.09388443164324278,0.013132970742088856,-0.138679340667191,Negative hybrid deviation
PB.1190_0,1-year,-0.11551280022847527,-0.0030670384760482314,-0.03470935892087333,0.07204404109862607,Positive hybrid deviation
PB.1190_0,2-year,-0.30051526783552934,-0.009372137873121175,-0.034195593680342196,0.1579832928848146,Positive hybrid deviation
PB.1193_0,1-year,0.13889101695247758,-0.021246863817102668,-0.0002829028445850701,-0.09055092087104892,Negative hybrid deviation
PB.1193_0,2-year,-0.009432544179669988,0.059346537903208346,0.004263248841311299,0.06193118557238769,Positive hybrid deviation
PB.1197_0,1-year,0,-0.06418459131610965,-0.05659385074904433,-0.03588766594158749,Negative hybrid deviation
PB.1197_0,2-year,-0.004165745978425894,-0.01770170104914004,0.043223675877757994,-0.03723066599880609,Negative hybrid deviation
PB.1198_1,1-year,-0.21500520655379263,-0.0445265898719831,0.329061138998725,-0.1015545560944493,Negative hybrid deviation
PB.1198_1,2-year,-0.10985803037398778,0.14458395368140708,-0.052499053295044784,0.22576249551592337,Positive hybrid deviation
PB.1204_0,1-year,0.006713696957326709,0.12528350772861196,-0.049166852700171765,0.14651008560003448,Positive hybrid deviation
PB.1204_0,2-year,-0.08082470697083188,-0.1844789773094157,-0.152714350579546,-0.06770944853422677,Negative hybrid deviation
PB.1205_0,1-year,0.2247442277190559,0.10623885918003573,0.03888888888888897,-0.025577699123936704,Negative hybrid deviation
PB.1205_0,2-year,-0.4029303555653034,-0.052970638678774606,-0.14190928896811228,0.2194491835879332,Positive hybrid deviation
PB.1208_0,1-year,-0.01723438586979298,-0.11083952766931099,-0.022605126297485963,-0.09091977158567152,Negative hybrid deviation
PB.1208_0,2-year,-0.23110446744172375,-0.019677005084719035,-0.06373277122935239,0.12774161425081904,Positive hybrid deviation
PB.1209_0,1-year,-0.10251409789011467,-0.027497150901205636,0.06403295811912157,-0.008256581015709086,Negative hybrid deviation
PB.1209_0,2-year,0.08303363408705255,-0.03887799869114905,0.10078325213935124,-0.13078644180435095,Negative hybrid deviation
PB.1211_0,1-year,-0.061179750109003006,0.007066555078563297,-0.009695103342336364,0.04250398180423298,Positive hybrid deviation
PB.1211_0,2-year,0.04087635066504067,-0.0019200066270163574,0.10315502608608568,-0.07393569500257953,Negative hybrid deviation
PB.1217_0,1-year,-0.04006140022300393,-0.11178376924851668,-0.001628122072813376,-0.09093900810060804,Negative hybrid deviation
PB.1217_0,2-year,0.04691515410605699,-0.1065178647021488,0.027434041352094596,-0.14369246243122458,Negative hybrid deviation
PB.1218_0,1-year,0.10743654212364062,-0.01987659789520735,0.003985538217157866,-0.07558763806560659,Negative hybrid deviation
PB.1218_0,2-year,0.09534279105877874,0.021599819581756274,0.00025717761912880024,-0.026200164757197497,Negative hybrid deviation
PB.1219_0,1-year,0.09309075322007188,0.05768907089651765,-0.05795580409595136,0.04012159633445739,Positive hybrid deviation
PB.1219_0,2-year,0.11448548190334529,0.08949678320781135,-0.03517694455994334,0.049842514536110376,Positive hybrid deviation
PB.1226_0,1-year,-0.0410862011845064,-0.058393863667557895,0.0018887938950634987,-0.03879516002283644,Negative hybrid deviation
PB.1226_0,2-year,-0.09954259063383519,0.09071331115521385,-0.007684266069969134,0.144326739507116,Positive hybrid deviation
PB.122_0,1-year,0.11049857564679691,0.009852997276476816,0.026112630890389604,-0.058452605992116435,Negative hybrid deviation
PB.122_0,2-year,0.03395155120221752,0.02105655422763031,-0.009578674921819103,0.008870116087431101,Positive hybrid deviation
PB.1230_1,1-year,0.049116409593521315,-0.11358322941903243,-0.14033016998335457,-0.0679763492241158,Negative hybrid deviation
PB.1230_1,2-year,0.022929271191202028,-0.0754682020170443,-0.018820542913164595,-0.07752256615606301,Negative hybrid deviation
PB.1232_0,1-year,-0.007343180655114689,-0.05848843467907938,-0.21655255592157074,0.053459433609263335,Positive hybrid deviation
PB.1232_0,2-year,0.034329113071005335,0.017385837376569957,0.12245622022137204,-0.06100682926961873,Negative hybrid deviation
PB.1235_0,1-year,-0.0638791015715471,-0.001254225812707982,0.009248093847824379,0.026061278049153376,Positive hybrid deviation
PB.1235_0,2-year,0.061573081872678084,0.028080414201918244,0.05052220510803601,-0.027967229288438804,Negative hybrid deviation
PB.1236_0,1-year,-0.055132893660497395,0.09033157113422657,0.29678438007936403,-0.030494172075206744,Negative hybrid deviation
PB.1236_0,2-year,0.001728291079562183,0.09064065154821571,-0.2051985442503117,0.19237577813359047,Positive hybrid deviation
PB.123_0,1-year,0.0045424252038446244,0.022479172304713302,-0.10167805162112464,0.07104698551335331,Positive hybrid deviation
PB.123_0,2-year,-0.0009663309669084574,0.08670522531325353,0.04200581912636697,0.06618548123352427,Positive hybrid deviation
PB.1248_0,1-year,0.023462142427542215,-0.0077797854417557405,0.0025524257503662332,-0.020787069530709964,Negative hybrid deviation
PB.1248_0,2-year,-0.007847950044041735,-0.04370875196865352,0.0007872345066498674,-0.04017839419995759,Negative hybrid deviation
PB.1250_0,1-year,0.12437141442612934,-0.004947266413414919,-0.014344144516499124,-0.05996090136823003,Negative hybrid deviation
PB.1250_0,2-year,-0.013989618547922661,-0.026324610623347677,-0.012124168729003681,-0.013267716984884506,Negative hybrid deviation
PB.1251_0,1-year,-0.010235607901727832,-0.01279420021982313,-0.167408528625602,0.07602786804384179,Positive hybrid deviation
PB.1251_0,2-year,0.001650951505366531,0.050828120769749296,-0.01871534532329218,0.059360317678712124,Positive hybrid deviation
PB.1252_0,1-year,0,-0.1937309050196545,0.21544484713873535,-0.3014533285890222,Negative hybrid deviation
PB.1252_0,2-year,-0.0005257623554153333,0.0900389694826533,0.051644323424302696,0.06447968894820963,Positive hybrid deviation
PB.1253_0,1-year,0.0080861351559499,-0.1152211204339737,-0.30591871653967956,0.03369517025789112,Positive hybrid deviation
